,Bihar_s(t),Bihar_e(t),Bihar_i(t),Bihar_r(t),UttarPradesh_s(t),UttarPradesh_e(t),UttarPradesh_i(t),UttarPradesh_r(t),Haryana_s(t),Haryana_e(t),Haryana_i(t),Haryana_r(t),MadhyaPradesh_s(t),MadhyaPradesh_e(t),MadhyaPradesh_i(t),MadhyaPradesh_r(t)
76,0.9998673379207362,3.8850911818988006e-05,2.3362505332437303e-05,7.056962985413549e-05,0.9998739649187797,3.201985120187733e-05,2.0163406316648672e-05,7.414296294261213e-05,0.999634281242752,8.587856914310076e-05,5.528790767187834e-05,0.00022579365974320108,0.9999153057557075,1.8647414871447187e-05,1.2212169302007676e-05,5.4293483648189806e-05
77,0.9998558930263712,4.2195777131499084e-05,2.537398136741423e-05,7.665818287163205e-05,0.9998651002934459,3.425910293626902e-05,2.157361374368e-05,7.935812911494757e-05,0.9996112051306676,9.124751680330417e-05,5.8745181131992584e-05,0.00024004355070730949,0.9999104090454451,1.9709410168367838e-05,1.2907693821207224e-05,5.743267409447738e-05
78,0.9998434576198152,4.583007817810549e-05,2.7559511604866403e-05,8.32737581436522e-05,0.9998556135231322,3.6655458013921874e-05,2.3082795193595907e-05,8.493936290104188e-05,0.9995866824579095,9.695267083069961e-05,6.24191667558602e-05,0.0002551870838141109,0.9999052327770062,2.0832024121615424e-05,1.364292133375315e-05,6.075110106771511e-05
79,0.9998299571483157,4.97755911912128e-05,2.993219478733576e-05,9.045603344762775e-05,0.999845465738231,3.921872814894772e-05,2.4697132190888695e-05,9.090954067010568e-05,0.9995606316508439,0.00010301296789787289,6.632207164665727e-05,0.00027127468892189084,0.9998997624593983,2.2018397807582223e-05,1.4419909426667379e-05,6.425805689665802e-05
80,0.9998152950566378,5.406050440417763e-05,3.250900294125758e-05,9.82564037586071e-05,0.9998346087601272,4.196108279219778e-05,2.6424275649107093e-05,9.729702067234226e-05,0.9995329537102129,0.00010945143936922165,7.046864326328406e-05,0.00028836758646484976,0.9998939807835141,2.3272282405122813e-05,1.524111589708732e-05,6.796464171288498e-05
81,0.9997993716353326,5.871392692981904e-05,3.530746249419619e-05,0.0001067279429851527,0.999822992978525,4.4895053252627795e-05,2.827210352437401e-05,0.00010413100393896715,0.9995035468681558,0.00011629176320820001,7.487403825806753e-05,0.00030652870968814585,0.9998878699820949,2.4597528338879593e-05,1.6109063604585165e-05,7.188224949075287e-05
82,0.9997820778300132,6.376769208338735e-05,3.834674388988082e-05,0.00011592870175541946,0.9998105648524651,4.803416501294125e-05,3.024911553855816e-05,0.00011144300622435367,0.9994723020199058,0.00012355933323984756,7.955449090613282e-05,0.0003258255352585623,0.9998814111020317,2.5998242785043183e-05,1.702644378903048e-05,7.602303492352947e-05
83,0.9997632948658831,6.925646442039766e-05,4.1647723043292193e-05,0.00012592191439510602,0.9997972676220074,5.1392749038470204e-05,3.236432688402597e-05,0.00011926644131106346,0.9994391048489287,0.0001312807057169213,8.452704529167696e-05,0.00034632877937295915,0.9998745844237741,2.7478698706270264e-05,1.7996056256817054e-05,8.039964479205364e-05
84,0.99974289423785,7.521774497036608e-05,4.523298774918096e-05,0.0001367759971722582,0.9997830404339753,5.49861716742585e-05,3.4627400148266903e-05,0.00012763713344318152,0.9994038333978894,0.00013948422433938845,8.98098672367146e-05,0.00036811388984478866,0.9998673689928557,2.904343643832141e-05,1.902087616314909e-05,8.50255180721476e-05
85,0.9997207376978545,8.16918749064597e-05,4.9126839701387514e-05,0.00014856455527953086,0.999767818364184,5.8830828688588396e-05,3.704864205309493e-05,0.0001365933043152395,0.9993663581353849,0.00014820000252296038,9.542223622918536e-05,0.0003912610051732164,0.9998597426330114,3.0697260846201275e-05,2.0104052139176226e-05,8.991487753247828e-05
86,0.9996966730005026,8.872328982400895e-05,5.335601772846432e-05,0.00016136865968682397,0.9997515315328392,6.294434135766548e-05,3.9639167632943596e-05,0.00014617609741111688,0.9993265411321343,0.0001574599514615189,0.00010138481474698994,0.00041585548096745865,0.9998516818687975,3.2445258398439376e-05,2.1248916421770332e-05,9.508277991157011e-05
87,0.9996705347238117,9.636027770351947e-05,5.7949558138449544e-05,0.00017527640808816388,0.9997341052991419,6.734551233710751e-05,4.241086494985067e-05,0.00015642946281212042,0.9992842362865524,0.00016729775755287618,0.00010771958775244977,0.0004419877474525919,0.9998431619533779,3.429279108479254e-05,2.2458981066192028e-05,0.00010054509800035739
88,0.9996421480323032,0.00010465386917838479,6.293815440386785e-05,0.00019038091185640145,0.9997154611535487,7.205412333405212e-05,4.537623331272738e-05,0.00016739962904550174,0.9992392903589995,0.00017774877889656458,0.00011444958527622951,0.00046975265613798816,0.9998341569959276,3.6245468529093916e-05,2.373792058128085e-05,0.00010631843849122653
89,0.999611322513208,0.00011365963992528413,6.835522400513122e-05,0.00020678359060342903,0.9996955149598907,7.709136495767511e-05,4.854867276892103e-05,0.00017913614162352791,0.9991915404001498,0.0001888505697636768,0.0001215993218507938,0.0004992510875460301,0.9998246396020484,3.830922582741364e-05,2.508962251229836e-05,0.00011242037314116441
90,0.9995778416420196,0.0001234407801250739,7.423874468950592e-05,0.00022459980090772178,0.9996741737384385,8.248064197301492e-05,5.1942996441577794e-05,0.00019169376238780729,0.9991408087264798,0.0002006440315128507,0.00012919553680847302,0.0005305930845092217,0.9998145801509845,4.049047964455161e-05,2.651828976956237e-05,0.0001188699031306746
91,0.999541479377343,0.00013406325916015915,8.062836182379627e-05,0.00024394996941489225,0.9996513407335195,8.82463047896373e-05,5.557462344778544e-05,0.00020512947748400028,0.9990869108353496,0.0002131715995594851,0.00013726602809453013,0.0005638929163067609,0.9998039479342201,4.27958823162044e-05,2.8028279430786635e-05,0.00012568672756206823
92,0.999501993981174,0.00014559761966618717,8.756647101057727e-05,0.00026496289589108304,0.9996269135408345,9.441412357925627e-05,5.945987155968007e-05,0.00021950360326743266,0.9990296524799054,0.00022647794489079613,0.0001458400509064558,0.0005992709036076447,0.9997927107389785,4.523241162249247e-05,2.9624161855521932e-05,0.00013289151107265945
93,0.9994591102516416,0.0001581240652932702,9.510138892103914e-05,0.00028778526188587647,0.9996007788780988,0.00010101267005585711,6.361671407331069e-05,0.00023488287701294833,0.998968821499152,0.00024061227366322405,0.00015494908174332647,0.0006368585247517014,0.9997808337311436,4.780760963980806e-05,3.131088084868469e-05,0.00014050660189706025
94,0.9994125350457103,0.00017172801805342562,0.00010328458107676958,0.0003125733229013247,0.9995728171485596,0.00010807210962937935,6.806412140254544e-05,0.0002513377596493953,0.9989041949476855,0.00025562630859868253,0.00016462616374265208,0.0006767939592834553,0.99976828042851,5.0529374711610966e-05,3.309361406043677e-05,0.0001485554062471742
95,0.9993619585192147,0.00018649976341784624,0.00011217044039012413,0.0003394922447192158,0.9995429028055615,0.00011562410491371432,7.282200848198054e-05,0.0002689422202837288,0.9988355396652747,0.0002715741277148194,0.00017490585438721188,0.000719221731933463,0.9997550127785331,5.3405944829463455e-05,3.497776183381249e-05,0.0001570623383328264
96,0.9993070357430832,0.00020253970325245977,0.00012181956226803239,0.0003687259591382036,0.9995108991779967,0.00012370315361953825,7.791200978112462e-05,0.00028777679784350345,0.9987626045065319,0.00028851413595154535,0.00018582515411067553,0.0007642975827161601,0.9997409900837398,5.644612802870377e-05,3.696910030830621e-05,0.0001660535114523793
97,0.9992473855921485,0.00021995867322738923,0.0001322989424789984,0.00040047775988692036,0.9994766581601976,0.00013234666835053,8.335752609445047e-05,0.00030792878459831683,0.9986851198790364,0.00030650917949452406,0.00019742356420017395,0.0008121887565791082,0.9997261689376788,5.965931612959126e-05,3.9073790532565905e-05,0.000175556779188222
98,0.9991826093922126,0.00023887261631380864,0.00014367865671268852,0.00043496030250278364,0.9994400254159076,0.00014159363752921833,8.918293934942874e-05,0.000329489146454673,0.9986028054941454,0.00032562462729287866,0.00020974211512322629,0.0008630691427487901,0.9997105042997436,6.305525414477022e-05,4.129822554270274e-05,0.00018560104409813018
99,0.9991122748265042,0.0002594072254094699,0.00015603467015925878,0.00047240424566898846,0.9994008360408251,0.0001514856846623768,9.541432191178563e-05,0.00035255509184157986,0.9985153641687446,0.00034592957794372004,0.00022282446210093086,0.0009171231705209562,0.9996939486063501,6.664423236725275e-05,4.3649155245714106e-05,0.00019621682956623508
100,0.9990358903001639,0.0002817054149172364,0.00016945321878658354,0.0005130720338741721,0.9993589079113379,0.00016206859403281748,0.00010208061946419744,0.00037723401440601577,0.9984224727751744,0.00036749802985851113,0.00023671906089923084,0.0009745515133781223,0.9996764504201751,7.043738073914544e-05,4.613387345280107e-05,0.00020743714916227055
101,0.9989529413531644,0.0003059167080467043,0.0001840245861340704,0.0005572383203967639,0.9993140511320412,0.0001733901435928349,0.00010921197083459096,0.0004036378927722844,0.9983237950960381,0.00039040721914807724,0.0002514760773151316,0.0010355629868089868,0.9996579563487904,7.44462507276218e-05,4.8759952215536264e-05,0.0002192962717957595
102,0.9988628796607684,0.0003322004522750737,0.00019984497090400852,0.0006051958837944521,0.9992660652080615,0.00018550074536588355,0.00011684021864506969,0.0004318849671684073,0.9982189780074896,0.00041473807759070404,0.00026714833856043125,0.0011003769556695484,0.9996384104720181,7.868294023188888e-05,5.1535320967006114e-05,0.000231830090312361
103,0.9987650882017414,0.0003607361742053784,0.0002170221797700612,0.0006572744120250492,0.9992147305620779,0.0001984552174378595,0.00012500058221413923,0.00046210477751094307,0.9981076405877445,0.00044057588950601866,0.0002837946661775363,0.0011692302358821617,0.9996177526532197,8.316046396275958e-05,5.4468497174162565e-05,0.00024507720917262964
104,0.9986589004294166,0.00039171787478411134,0.00023567250125542218,0.0007138301622856716,0.9991598131880502,0.00021231181693482962,0.0001337307350048274,0.00049443539925096,0.9979893800730701,0.00046800995583414753,0.0003014780312972267,0.0012423733191086975,0.9995959194647211,8.789255040177398e-05,5.75684600335818e-05,0.00025907834837277425
105,0.9985436029282689,0.00042535296078798903,0.00025592053160578595,0.0007752445470792057,0.999101065097775,0.00022713246280964717,0.000143070399223518,0.0005290231794327525,0.997863771518996,0.000497135615637047,0.0003202636685258666,0.0013200705761514265,0.9995728443381438,9.289360094569882e-05,6.08446376076926e-05,0.0002738762468321829
106,0.9984184085554634,0.0004618691503660979,0.00027790456726470964,0.0008419386946477007,0.9990382170257324,0.00024298548548766917,0.0001530615531853977,0.0005660270748354319,0.9977303549049235,0.0005280628017176021,0.0003402152860716432,0.0014026083865975542,0.9995484563542705,9.81789246371396e-05,6.430710190960703e-05,0.00028951644271211233
107,0.9982824800491439,0.0005015086664173472,0.00030177161959382877,0.0009143606325869146,0.9989709850292697,0.00025994287205586056,0.000163748511910871,0.0006056147260044549,0.9975886475715346,0.0005609065617458382,0.0003613999411751434,0.0014902873048545854,0.9995226812858166,0.00010376454388525653,6.796639303273841e-05,0.0003060466007947914
108,0.9981349082335215,0.000544535306875317,0.0003276802952164377,0.0009929971321287299,0.9988990664851101,0.00027807987975599123,0.00017517992213636206,0.0006479648522384339,0.9974381437788807,0.0005957783589063393,0.00038389677629269934,0.0015834224652305515,0.99949544065853,0.00010966743256662624,7.183361425325804e-05,0.0003235171181795494
109,0.9979746913741314,0.0005912384622069395,0.0003558061668023693,0.0010783849646013152,0.9988221335127685,0.0002974786764933501,0.00018740778574579046,0.000693271164233284,0.9972782997473759,0.0006328011500682675,0.0004077875074311796,0.0016823529744349332,0.9994666508656334,0.00011590565506580058,7.592060690065712e-05,0.00034198169592967754
110,0.997800753848067,0.000641928474037215,0.0003863378784351006,0.0011711007672028724,0.9987398375361342,0.0003182273253993654,0.00020048663163288298,0.0007417396460746292,0.9971085381829958,0.0006721108430384591,0.0004331533570463126,0.0017874389962296954,0.999436224038229,0.0001224981694843594,8.023983810041692e-05,0.00036149677771569734
111,0.997611925272048,0.0006969435132344804,0.0004194797583054008,0.0012717724241542844,0.9986518058312962,0.00034041887363335364,0.00021447580659707962,0.0007935906277143643,0.9969282502260647,0.00071384423050326,0.0004600862419135864,0.0018990606808288474,0.9994040671483096,0.00012946506874188897,8.480447780652306e-05,0.0003821221286713516
112,0.9974069393392642,0.0007566487152388825,0.00045545314275956023,0.0013810797704795637,0.9985576402339628,0.00036415309889907446,0.00022943825027536068,0.0008490595561038734,0.9967367893230984,0.000758148928386019,0.0004886811427220343,0.002017621985103818,0.9993700820281901,0.000136827539780231,8.962843192603812e-05,0.0004039208236330771
113,0.9971844249832956,0.0008214392003480812,0.0004944973180682449,0.0014997594660302897,0.9984569157946028,0.0003895361468507588,0.0002454413886032885,0.0009083978091841437,0.9965334717821787,0.0008051792041702711,0.0005190399948521691,0.0021435503981092176,0.9993341650420597,0.0001446079500050737,9.472637189340286e-05,0.0004269594595712503
114,0.9969428953529518,0.0008917427305584748,0.0005368718019476803,0.001628611082284245,0.9983491779188318,0.0004166816585204347,0.0002625571540913608,0.0009718744077973529,0.9963175718232268,0.000855099499372603,0.0005512699648966782,0.0022773000918142644,0.9992962066397387,0.00015282993221571526,0.00010011380752338901,0.00045130844405168175
115,0.9966807356959926,0.0009680231572914089,0.0005828582930273436,0.0017685038214308565,0.9982339398116278,0.0004457112764368012,0.0002808624971630269,0.0010397775540134362,0.996088318789359,0.0009080843625384017,0.0005854844787850698,0.002419353748627927,0.9992560908984897,0.00016151848482537284,0.00010580714852296588,0.0004770422916915037
116,0.9963962031701332,0.0010507804641594286,0.0006327605791952627,0.001920376754254296,0.9981106829019095,0.0004767544346472642,0.0003004394079071602,0.001112414394777074,0.9958448984386902,0.0009643176095178585,0.0006218035349613048,0.0025702217961411644,0.999213695657959,0.00017069994423092832,0.0001118236829689635,0.0005042395383706247
117,0.9960874072781456,0.001140556052850713,0.0006869079585587168,0.0020852496781872433,0.9979788523729636,0.0005099494886519236,0.0003213755698045506,0.0011901137078208484,0.9955864471604334,0.001023993793961139,0.0006603542744388327,0.0027304461504771963,0.9991688917246091,0.00018040215286394681,0.0001181816903939711,0.0005329832556626649
118,0.9957522839318406,0.0012379398085520423,0.0007456596646990045,0.002264237562650624,0.9978378513453723,0.0005454451444146109,0.0003437652470220552,0.0012732294024319537,0.9953120446779156,0.001087319829335318,0.0007012719155244375,0.0029006049565352427,0.999121541841871,0.00019065467804886408,0.00012490058659221865,0.0005633617170176296
119,0.9953886694586693,0.001343549367695089,0.0008093920799958893,0.002458510061381914,0.9976870589790808,0.0005833959968749795,0.0003677064499276417,0.001362129713357441,0.9950207386448717,0.0011545096023663135,0.0007446962412497844,0.00308129689082275,0.9990715041891188,0.00020148806307099682,0.00013200043029219856,0.0005954661410476579
120,0.9949941334592658,0.0014580764021981496,0.0008785273826838199,0.0026693837235944947,0.9975257909770613,0.0006239721820091927,0.00039330712001446264,0.0014572208601558259,0.9947114927497724,0.0012257950416306228,0.0007907790679210276,0.003273174519986481,0.9990186249752915,0.00021293540939446473,0.00013950296498875273,0.0006293954738549335
121,0.9945660927420316,0.0015822546422975565,0.0009535138745211791,0.0028982597088919723,0.9973533273265743,0.0006673525448279757,0.0004206807785537042,0.0015589304892848072,0.9943832242978619,0.0013014179292530261,0.000839678834231419,0.00347692031796438,0.9989627437827111,0.00022503123246231325,0.00014743086587961323,0.00066525294247662
122,0.9941017388539215,0.0017168796390542415,0.0010348384693049867,0.0031466640054616047,0.9971688955162964,0.0007137287237467303,0.00044994915043396953,0.001667717748763677,0.9940347826275426,0.0013816344849150123,0.000891563670070931,0.0036932605967820603,0.9989036904813945,0.00023781211913309557,0.00015580817443881244,0.000703148048563195
123,0.9935980384900828,0.0018628081329460143,0.0011230265500142068,0.0034162477946992694,0.9969716714452165,0.0007633048804962078,0.00048124201115703916,0.00178407280237108,0.9936649514360955,0.001466714739798426,0.0009466110253396041,0.003922964178077249,0.9988412855424069,0.0002513166577142196,0.00016466025362718695,0.0007431963697812074
124,0.993051713697537,0.002020963192020366,0.0012186448576030286,0.0037087992205818952,0.9967607752063781,0.0008162987097747928,0.000514697791671331,0.001908519431416631,0.9932724441339622,0.0015569434863249253,0.0010050081803031046,0.00416684557872047,0.9987753393392576,0.0002655855862871151,0.00017401388266294202,0.0007855200153219436
125,0.9924592391332805,0.002192334651138516,0.0013223019801958452,0.004026245203127474,0.9965352707751506,0.0008729414850706663,0.0005504636303229355,0.0020416152486966285,0.9928559039492871,0.0016526201722761908,0.0010669522407701247,0.004425765016977274,0.9987056521492383,0.00028066179065896086,0.00018389725699051812,0.0008302476266416545
126,0.9918167931812105,0.0023779911426835346,0.0014346565140655272,0.004370680129782709,0.9962941558600816,0.0009334804048237669,0.0005886969456374188,0.00218395792869798,0.9924138929872787,0.0017540608772935208,0.0011326516761890266,0.004700635838549454,0.9986320125090042,0.0002965906482647193,0.00019434021842625198,0.0008775154478343213
127,0.9911202639142214,0.0025790782154121905,0.0015564160323576668,0.004744362805751057,0.9960363632059976,0.0009981782622255114,0.0006295652274989309,0.00233618444351876,0.9919448940071282,0.0018615979204040759,0.0012023260427707707,0.004992423409007661,0.9985541974530355,0.0003134199766340311,0.00020537422148556768,0.0009274671723743678
128,0.9903652094464536,0.002796827301986488,0.0016883435841226011,0.0051497406351796345,0.995760752595345,0.0010673152364934582,0.0006732472584167738,0.0024989760489856844,0.991447302660506,0.001975581111600437,0.001276207009390344,0.0053021505978139314,0.998471971290028,0.00033120028587551036,0.00021703250368965428,0.0009802547439364255
129,0.9895468465854438,0.0030325582055097393,0.0018312588664835274,0.005589457310305281,0.9954661084755524,0.0011411894420739984,0.0007199334085437163,0.0026730598130708,0.9909194254913222,0.0020963781401965443,0.001354538438051759,0.0056308993097402135,0.998385085252785,0.00034998485241585574,0.0002293501306092489,0.0010360385877194115
130,0.9886600263016402,0.003287684610406063,0.0019860421118107815,0.006066367943885322,0.9951511349903903,0.0012201180435251408,0.000769826381060638,0.0028592117242647467,0.9903594751834377,0.0022243753511131887,0.001437576975271794,0.005979813869487921,0.9982932767407854,0.00036982987551449924,0.00024236410057090578,0.001094988106658797
131,0.9876992193092242,0.0035637164615415213,0.002153636367353351,0.006583548829623276,0.9948144528843034,0.001304437895350626,0.0008231416797499147,0.0030582586798370143,0.9897655679875216,0.0023599780298273554,0.0015255923797435707,0.006350102982218013,0.9981962688548571,0.00039079457116043505,0.0002561134091025788,0.0011572819884095398
132,0.9866584656576807,0.003862269139618563,0.002335054980264117,0.007144331190179075,0.9944545888075735,0.0013945078212584333,0.0008801091732433743,0.0032710853371655884,0.9891357146494008,0.002503611602537999,0.0016188685364620975,0.006743046590909687,0.998093768791962,0.0004129414993421902,0.00027063926850083743,0.0012231092637246302
133,0.9855313539906193,0.0041850690303335165,0.0025313850239513046,0.0077523129228383,0.9940699712777499,0.0014907095715284483,0.0009409737146007322,0.003498636575361788,0.9884678160600103,0.002655722465269127,0.0017177040430464267,0.007159998810984702,0.9979854672163974,0.0004363366958642538,0.0002859851956637413,0.0012926697156042614
134,0.9843110234374212,0.0045339482834852955,0.0027437855851051027,0.00841136366173087,0.9936589295642622,0.0015934477882946993,0.0010059952328517203,0.0037419185538322816,0.9877596646146771,0.00281677706452888,0.0018224118827094241,0.007602387817395209,0.9978710381098905,0.0004610496922335762,0.0003021970294472399,0.0013661739919583265
135,0.9829901192449575,0.004910855249130582,0.0029734950061797534,0.00912565146747459,0.9932196849179011,0.0017031520029444226,0.001075450056288486,0.0040020041621068835,0.9870089356048135,0.002987263379788654,0.0019333205012945507,0.008071721893413928,0.997750137438134,0.0004871537924162179,0.00031932311515961117,0.0014438444778198708
136,0.9815607645452226,0.00531785655552928,0.0032218332452483836,0.009899666621742225,0.9927503430602891,0.0018202781110475237,0.0011496318931766935,0.004280038074727611,0.9862131820587808,0.003167691335143732,0.002050774091311244,0.008569593894074858,0.9976224020046713,0.0005147263022447177,0.00033741445668352077,0.0015259160599301767
137,0.9800145373091232,0.0057571388173520265,0.003490204003807985,0.010738240837459181,0.9922488881639941,0.0019453095426088885,0.001228852633826421,0.004577240798811457,0.9853698306590801,0.0033585930738055667,0.002175132857689293,0.00909768478873569,0.997487448536622,0.0005438487117666374,0.00035652483847361974,0.0016126367366675043
138,0.9783424454556724,0.006231011752405136,0.0037800987589959043,0.01164656500066904,0.9917131770243244,0.002078758432698035,0.0013134432323272881,0.004894912449891253,0.9844761770103001,0.0035605234379224096,0.002306773610489688,0.009657767320598361,0.9973448727928114,0.0005746068744982158,0.00037671094903357437,0.0017042682071866041
139,0.976534903690742,0.006741900913106478,0.004093097891082233,0.012630218472811648,0.9911409292828461,0.0022211671998617105,0.001403754984605203,0.005234439671927924,0.9835293807216884,0.0037740595995492798,0.0024460898439420155,0.01025171121413089,0.9971942480209351,0.0006070913049227221,0.0003980325859947345,0.0018010869116771716
140,0.9745817069867696,0.007292355526697208,0.00443087443027838,0.013695184023997244,0.9905297228953696,0.0023731096395270736,0.0015001601922903249,0.00559729841205402,0.9825264608737911,0.0039998018800453585,0.0025934923099519,0.010881486315522203,0.9970351242930355,0.0006413973180689108,0.0004205527472594952,0.0019033844651658162
141,0.9724720223066144,0.007885032189217305,0.004795191662023651,0.01484787480988705,0.9898769842523915,0.0025351921653774673,0.0016030534667656332,0.005985061254706389,0.9814642924365198,0.004238372310629086,0.002749409147050083,0.011549167485111566,0.9968670268450749,0.0006776253388915003,0.0004443378533221715,0.002011468786241233
142,0.9701943617223138,0.008522697576584424,0.0051879064204188126,0.01609515524842545,0.9891799815489952,0.0027080551324802347,0.0017128526485300799,0.006399401809235456,0.9803396013969243,0.004490415098640116,0.0029142862733144937,0.012256938610431633,0.9966894550717319,0.0007158811040465832,0.00046945788285363596,0.002125664764897683
143,0.9677365694805048,0.009208221612477465,0.005610966146486974,0.017444363728273175,0.9884358166769726,0.0028923741495787835,0.0018299997481512835,0.006842100564538277,0.9791489608070344,0.0047565962711674575,0.003088587337283793,0.013007096963824908,0.9965018811921907,0.0007562759208989236,0.0004959865462582606,0.002246315164181918
144,0.9650858285482125,0.009944556564065175,0.006066397655162811,0.018903338200301892,0.987641414918908,0.00308886137598357,0.001954961950787422,0.007315052893561942,0.9778887880892672,0.005037602132312457,0.003272793055636423,0.013802058102094549,0.9963037484344702,0.0007989270097863119,0.0005240015158416595,0.0023737818634316675
145,0.9622286459493775,0.010734732845986455,0.006556307719554759,0.020480434452823673,0.9867935181157071,0.0032982668714372546,0.0020882323266493996,0.007820273825447126,0.9765553404419223,0.005334140181416034,0.0034674006885629374,0.014644360067409346,0.9960944699359876,0.000843957724922802,0.0005535845664391803,0.002508446596180282
146,0.9591508591077037,0.01158183843125458,0.007082877487572933,0.022184545941211088,0.9858886759799158,0.0035213795676343534,0.0022303308564105393,0.00835990473528026,0.9751447121358308,0.005646937796921295,0.0036729237741761414,0.015536667672382291,0.9958734271935258,0.0008914978424195099,0.0005848217789849442,0.0026507120085996552
147,0.9558376705752489,0.012488974870346345,0.007648358144791029,0.02402511737735596,0.9849232372095483,0.0037590271253038375,0.002381806047860357,0.008936220756528366,0.9736528345439242,0.005976737798269604,0.0038898931159981097,0.016481775921118637,0.9956399682746393,0.0009416838582550651,0.0006178037972968479,0.0028010028933385623
148,0.9522736642313349,0.01345924003777349,0.008255054872972737,0.026012161825661153,0.9838933410487043,0.00401207712304723,0.0025432354295948237,0.009551637537894536,0.9720754739004324,0.00632429773563774,0.00411885554014465,0.017482614203095728,0.9953934062401677,0.000994659293746215,0.0006526260169805198,0.0029597672726354132
149,0.9484428426357471,0.014495695636885136,0.008905309111231876,0.02815627358387819,0.9827949085586581,0.004281437675700647,0.0027152262442754886,0.01020871866060669,0.9704082307184663,0.006690387629122824,0.00436037290924834,0.018542250122473,0.9951330173750049,0.0010505750191163775,0.0006893888069714977,0.0031274776224369445
150,0.9443286872593372,0.015601326177326113,0.009601470586973807,0.030468636944105155,0.9816236331178649,0.004568058464247202,0.0028984154086257314,0.010910184148503038,0.9686465390900864,0.007075789425621868,0.004615018668617121,0.019663894194985185,0.9948580391659496,0.001109589636776018,0.0007281977389611163,0.0033046322818430203
151,0.9399141989885073,0.01677900525934016,0.010345889683033222,0.03296102703686161,0.9803749756186778,0.004872930319449401,0.003093470276994243,0.0116589149241195,0.9667856678998822,0.007481293955348034,0.004883378065273059,0.020850901458807233,0.9945676691679822,0.0011718696673455303,0.0007691637448406194,0.003491756243361482
152,0.9351820570906307,0.01803137893799134,0.011140886262846464,0.03564579867627363,0.979044151422812,0.005197083468626478,0.003301090299182237,0.01245796594862032,0.9648207265457497,0.007907691999966495,0.005166047263801381,0.022106775569792892,0.9942610615932121,0.0012375901034564895,0.0008124035774549038,0.0036894035494062665
153,0.9301146692848096,0.01936084914478845,0.011988725904687879,0.03853587663345627,0.9776261291509559,0.005541586952327164,0.0035220066157962276,0.013310568420161668,0.9627466680873753,0.008355772170557548,0.005463632491719552,0.023435168629658075,0.9939373266646719,0.0013069345220951246,0.0008580398749744289,0.0038981577617883145
154,0.9246943155975134,0.02076950390501604,0.012891558406177063,0.04164474305903576,0.9761156202354451,0.005907549057148175,0.0037569808454303664,0.014220141001217462,0.9605582928855486,0.008826319075593132,0.005776743734126964,0.024839885684041673,0.9935955277697124,0.0013800956130943138,0.0009062014617165769,0.0041186339790066535
155,0.9189033013860001,0.022259027488072906,0.01385138862663608,0.0449864034670333,0.9745070742969227,0.006296114866993096,0.004006805282725104,0.015190296692600143,0.9582502561454612,0.009320107038771638,0.006105992970128855,0.026324885224948767,0.9932346794477122,0.0014572754829546971,0.0009570236102116296,0.004351480282651371
156,0.9127241528362694,0.023830592089077382,0.014870038122374607,0.04857533792002087,0.9727946752791244,0.006708462360124713,0.004272303263219563,0.01622485023677238,0.9558170793933178,0.009837890365122516,0.0064519933696301525,0.027894278251239985,0.9928537450673942,0.0015386859862352548,0.0010106483507161524,0.004597379419184199
157,0.9061398106638487,0.025484779145359168,0.015949078553050482,0.05242645260548384,0.9709723375475268,0.0071458003627331845,0.004554327315037025,0.017327825913944175,0.9532531602638697,0.010380398729073606,0.0068153537809001385,0.029552328605466974,0.9924516344734903,0.0016245491213038982,0.00106722471401271,0.00485705051472293
158,0.899133862224292,0.027221476779906256,0.017089770904209205,0.056555011059334685,0.9690337040211074,0.007609364762661645,0.004853757580668524,0.018503464774803576,0.9505527856649661,0.010948330000970518,0.007196674048283567,0.0313034516650902,0.9920272015597293,0.0017150973976806148,0.0011269090048818258,0.005131250861238023
159,0.8916908064366955,0.029039761747487722,0.018293006801420493,0.06097654598213842,0.9669721466193676,0.008100412943912685,0.0051715004324273265,0.019756231143533618,0.9477101486229143,0.011542340215349133,0.00759654141680617,0.03315221112424095,0.991579241784795,0.001810574176297565,0.0011898650982567261,0.005420777764180583
160,0.8837963358252616,0.030937791488468237,0.019559234908364687,0.06570675874564756,0.9647807682496173,0.008620218097117315,0.005508485882054055,0.02109081891045256,0.9447193666553981,0.012163034534287808,0.008015524954503736,0.03510331523512074,0.9911064896040079,0.001911234032432293,0.001256264715307908,0.005726470471781657
161,0.8754376403467375,0.03291269514344108,0.02088838422790173,0.07076140124966177,0.962452407124137,0.009170062508026827,0.005865664380506899,0.022512157126570512,0.941574502700429,0.012810957601078204,0.008454169310647582,0.03716161176715574,0.9906076158557334,0.002017343108338301,0.0013262876980601813,0.006049212161397946
162,0.8666037472996573,0.0349604563850832,0.022279786300079298,0.07615613098292243,0.9599796444114277,0.009751228832930926,0.006244003159509854,0.024025414735372792,0.9382695905566378,0.013486581623144079,0.008912988433121877,0.039332080766406624,0.9900812250011717,0.0021291794530628157,0.0014001223032514842,0.006389932066043874
163,0.857285841327805,0.037075817392160614,0.02373210075738515,0.0819063614903914,0.9573548141524205,0.010364991095528589,0.00664448199352995,0.02563600389776222,0.9347986607742819,0.014190295175911308,0.009392458956633331,0.04161982647248394,0.9895258525756382,0.0022470333216277837,0.0014779654582885138,0.006749607467975385
